,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2016-03-29,1.4437396735370267,-1.9437396735348864,20.278884762918477,-23.691636554532515,1.7491868068807668,1.8844730369753768
2016-03-30,1.461144811157113,-1.968144811155343,20.277565748419523,-23.692525483468682,1.7263299055200163,1.8637476688966164
2016-03-31,1.45653617090788,-1.9675361709093664,20.284351084059587,-23.685720156988396,1.7291168250456839,1.8667229127865888
2016-04-01,1.3859134786010123,-1.899913478596097,20.337441559374927,-23.62999923699757,1.7237538983253102,1.860997962177312
2016-04-04,1.3466267182486062,-1.8574985567483533,20.39672192604834,-23.57046720480677,1.72863761783832,1.858667967733585
2016-04-05,1.293509944161977,-1.8045099442016181,20.404699265825556,-23.560998391070594,1.7186611371750369,1.852208300208732
2016-04-06,1.347138975563812,-1.8955161147836703,-1.2987539926690967,-4.955834091399312,0.3597162155618202,2.1901415719850257
2016-04-07,1.311845786884473,-1.7743587709661317,-1.282194038285085,-4.917322439243135,0.373359324020705,2.1827405154536104
2016-04-08,1.352410898465969,-1.8827795998463972,-1.3007681511579614,-5.04579879936858,0.3660533338362212,2.188453298570077
2016-04-11,1.4440180682506705,-1.932387379055416,-1.3273175120528853,-5.2571340250305685,0.3807752272978225,2.1935516070017296
2016-04-12,1.4871128123312096,-2.0561128123414982,-1.3528642940438538,-5.449252672119616,0.37617497312682135,2.276972056983172
2016-04-13,1.4833244386921782,-2.048324438688625,-1.3353772924041114,-5.407075097021727,0.3846879933012601,2.2786959684495285
2016-04-14,1.466920413678121,-2.042920413657144,-1.3572248535798417,-5.354180193804588,0.3744795858168901,2.26758725076508
2016-04-15,1.4494158034574742,-1.9360804330427253,-1.3605830270981267,-5.270661062941885,0.4055372011976057,2.304521615158018
2016-04-18,1.4607742763922338,-2.0033524656891326,-1.3984832832242553,-5.288184753869191,0.3874654981058645,2.2870697389948385
2016-04-19,1.5215377030903678,-2.0557564372459467,-1.414219904350881,-5.41824609478979,0.399406122250996,2.285392923290695
2016-04-20,1.4877145481390974,-1.9885493499493592,-1.4376533036415935,-5.343246486984958,0.3997881833471747,2.3158223284140496
2016-04-21,1.5352163183988268,-2.0295343147180023,-1.4575030936258924,-5.37012227279237,0.40007707380810864,2.2610712590049715
2016-04-22,1.6092975907520626,-2.1115178694924968,-1.4785759278757935,-5.526608721688417,0.4119093749996519,2.2731174440189807
2016-04-25,1.6915861497411842,-2.183422719094496,-1.5029861471400765,-5.702505931940624,0.42331578313066337,2.2683615282473033
2016-04-26,1.6875614024256598,-2.1746267383443203,-1.5428141130848496,-5.66435567884354,0.4137479213140885,2.238600119916843
2016-04-27,1.735691384873575,-2.2524886855689905,-1.5586900513255968,-5.795692483635986,0.4142921071938505,2.2508886969301787
2016-04-28,1.705593701219717,-2.234050808101041,-1.4824140726667496,-5.757374678367387,0.4269455917202666,2.2899188315010006
2016-04-29,1.6897712545176131,-2.254771254520154,12.178957755247845,-15.928564856234765,1.7522024932167566,1.9860224539411375
2016-05-02,1.646196800376436,-2.2051968005289404,12.233239314971073,-15.872670311605596,1.7647965812244943,1.9941319999744516
2016-05-03,1.5318735872147782,-2.090873587208486,12.268021323226593,-15.837123705310454,1.7398092936645957,1.971756506907434
2016-05-04,1.5752856355654243,-2.1432856356115644,12.243241010180665,-15.860212727857876,1.7406277726672092,1.9743561187582968
2016-05-05,1.5127119361592094,-2.066711936108482,12.241173439380225,-15.861839673889074,1.7057753163656062,1.939264035677436
2016-05-06,1.4835416536134767,-2.03754165360245,12.263710260452545,-15.83885338565408,1.7262560144120476,1.9570356808105975
2016-05-09,1.4583281389435607,-2.0143281389495407,12.285274761344068,-15.816613174363177,1.7431398747749012,1.976668083859596
2016-05-10,1.4205010594050864,-1.9805010594018635,12.332584006724876,-15.768230729009852,1.7776745564208418,2.009226491160847
2016-05-11,1.4597811766716664,-2.0187811766096506,12.293057585318069,-15.80834214547302,1.8087991892868616,2.047047240318433
2016-05-12,1.5122258452763142,-2.073225845331893,12.244343892979579,-15.855843602350344,1.8001497152830932,2.039240599375647
2016-05-13,1.4918712018512237,-2.0588712018786532,12.277764743839388,-15.822013723697982,1.8120445003401355,2.0484705905633147
2016-05-16,1.4925096003667486,-2.057509600403708,12.28940352545259,-15.810152070258642,1.816424652852044,2.0473526405520293
2016-05-17,1.4736190570613843,-2.042619057033712,12.308978650177313,-15.790293122855847,1.8252262200537035,2.057608250000205
2016-05-18,1.5506069000994367,-2.132606900098971,12.277347451120331,-15.820177169145955,1.8338182497085045,2.064719492520369
2016-05-19,1.5141525347132063,-2.0961525345921515,12.302006279394483,-15.79495257464689,1.842433693462467,2.074910999461031
2016-05-20,1.540167413954986,-2.124167413966482,12.293030779682566,-15.803569079028305,1.8436305565479643,2.0742918912315416
2016-05-23,1.5467958245163516,-2.1347958246120693,12.2897158451791,-15.806951802149072,1.845740495867645,2.0781783362620447
2016-05-24,1.5470904289301015,-2.1480904290323903,12.294118226831849,-15.802558085661989,1.8473503047166056,2.084085426763353
2016-05-25,1.5328421848835572,-2.1336053685670096,12.284091184568412,-15.812689928598568,1.8520322478589093,2.0900351660297503
2016-05-26,1.506146986580242,-2.1051469866944763,12.31057584552782,-15.785870412302804,1.8626801584584183,2.091813577767117
2016-05-27,1.4922742333965833,-2.0910374170514303,12.300548013911989,-15.796070245495978,1.8617463375820469,2.101998070591633
2016-05-30,1.5344339317917997,-2.121433931697102,12.276649393858,-15.818045049137034,1.8172676947536783,2.0509050573007546
2016-05-31,1.5153829193604114,-2.0963829194108383,12.309055062853698,-15.785287983253358,1.8380919442329855,2.064305981538822
2016-06-01,1.4505801331614143,-2.034580133352897,12.343220615465455,-15.750422061496927,1.86804617979836,2.0904472192914563
2016-06-02,1.4314450029078118,-2.0154450028247592,12.380449457455489,-15.712767858253224,1.8874574121110703,2.10267110667687
2016-06-03,1.3412787128540418,-1.9212787128443793,12.415050189827227,-15.677682240389096,1.8718984508808447,2.0856856586368373
2016-06-06,1.3127669522935417,-1.8877669522997305,12.42578354062142,-15.666823516171098,1.8381106377557332,2.0402001135945054
2016-06-07,1.2759611995497862,-1.8459611995361576,12.456186223300344,-15.635537999756998,1.85741649807204,2.0603805279938188
2016-06-08,1.2277478921613083,-1.7927478919960087,12.504100184589367,-15.586974176793525,1.8646186363937072,2.0562043616130183
